"Gross output of wood by province by Cities, provincies and Year"

"Cities, provincies";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"Prel. 2015"
"South East";121.8;137.5;103.2;93.2;84.9;114.0;105.4;96.5;76.1;79.3;90.4;100.9;127.4;149.1;194.3;262.8;324.6;323.0;323.6;320.8;321.5
"Binh Phuoc";9.0;19.8;17.3;16.7;8.5;15.3;18.4;11.1;20.4;9.3;7.1;6.1;11.0;8.7;30.7;20.6;46.5;15.4;14.0;11.3;12.5
"Tay Ninh";40.5;43.7;22.5;15.9;15.3;18.5;19.4;21.4;27.3;38.9;52.0;53.8;63.3;60.4;60.0;68.5;72.6;79.7;69.2;79.5;66.8
"Binh  Duong";..;6.2;3.6;3.8;4.0;0.6;2.2;1.9;1.7;1.5;1.3;0.6;0.7;0.7;0.7;1.2;5.2;5.3;7.8;2.2;9.4
"Dong Nai";48.0;48.5;45.1;36.4;41.5;36.9;35.7;22.7;16.5;14.4;13.8;16.4;36.5;42.0;42.2;74.8;95.7;117.3;143.8;136.5;139.1
"Ba Ria - Vung Tau";6.0;4.0;0.7;0.2;0.2;8.1;1.5;0.6;1.1;1.5;2.2;2.2;2.2;23.8;47.2;84.0;89.0;89.0;71.6;79.1;79.9
"Ho Chi Minh city";18.3;15.3;14.0;20.2;15.4;34.6;28.2;38.8;9.1;13.7;14.0;21.8;13.7;13.5;13.5;13.7;15.6;16.2;17.2;12.2;13.8
"Mekong River Delta";520.7;494.1;527.9;489.1;462.2;462.3;458.8;560.4;581.8;569.1;609.8;601.0;626.2;617.7;621.0;610.1;652.8;681.5;581.4;664.6;633.8
"Long An";221.0;130.2;95.0;97.0;70.0;65.0;68.3;70.0;72.7;76.5;84.7;87.0;88.8;81.6;80.8;86.2;88.8;88.2;76.2;85.1;78.8
"Tien Giang";50.0;70.7;60.1;61.0;61.0;61.7;61.5;61.7;66.5;67.1;74.0;75.3;76.5;78.0;79.4;80.0;80.1;83.2;57.1;61.8;58.0
"Ben Tre";6.0;5.8;6.0;5.9;6.3;6.0;6.2;6.2;9.9;9.3;7.1;8.1;6.7;3.7;3.4;2.7;2.9;3.1;2.6;2.8;2.7
"Tra Vinh";13.0;13.1;14.5;13.9;16.5;21.1;21.3;26.7;40.8;55.9;60.4;56.1;68.9;73.3;78.0;77.2;85.0;85.2;71.6;79.8;78.4
"Vinh Long";20.0;19.9;19.0;18.7;17.7;16.6;16.4;16.0;15.6;15.1;18.6;18.5;18.4;18.3;18.1;18.1;18.0;17.8;15.2;17.5;17.6
"Dong Thap";45.0;99.9;174.2;110.8;95.1;94.4;94.1;90.1;91.5;96.6;98.7;95.7;99.7;100.5;110.6;112.1;112.2;112.7;101.3;114.1;96.9
"An Giang";30.0;41.5;44.0;41.4;43.5;45.9;43.6;44.2;55.7;55.5;58.4;60.3;61.6;68.9;71.0;51.0;74.7;75.0;66.9;74.0;74.0
"Kien  Giang";41.3;27.6;34.9;8.7;24.1;26.9;29.6;125.4;90.4;42.9;57.6;60.0;59.3;59.4;42.7;42.9;42.8;43.4;37.7;40.7;38.1
"Can Tho";17.5;20.4;19.1;16.3;16.5;18.9;19.6;18.5;5.6;10.5;7.6;5.7;12.7;5.6;5.1;4.7;4.6;4.6;3.9;4.4;4.2
"Hau Giang";..;..;..;..;..;..;..;..;11.3;9.2;9.1;9.2;9.5;10.4;10.1;10.1;9.9;10.0;8.9;10.8;10.8
"Soc Trang";19.4;17.0;14.9;20.2;23.7;22.5;22.3;22.6;29.6;26.7;38.8;39.0;39.9;35.6;41.4;38.7;32.7;33.3;28.8;33.3;33.0
"Bac Lieu";..;4.8;0.0;2.7;2.8;4.2;3.4;3.2;3.1;2.9;2.9;2.8;2.8;2.9;2.9;2.9;2.8;2.6;2.1;2.4;2.4
"Ca Mau";57.5;43.2;46.2;92.5;85.0;79.1;72.5;75.8;89.1;100.9;91.9;83.3;81.4;79.5;77.5;83.5;98.3;122.5;109.1;138.0;139.0
"Units are not included in provinces";..;..;..;..;..;..;..;..;..;..;..;..;..;80.0;80.0;..;..;..;..;..;..
