"Production of spring paddy by province by Cities, provincies and Year"

"Cities, provincies";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"Prel. 2015"
" WHOLE COUNTRY";10736.6;12209.5;13310.3;13559.5;14103.0;15571.2;15474.4;16719.6;16822.7;17078.0;17331.6;17588.2;17024.1;18326.9;18695.8;19216.8;19778.3;20291.9;20069.7;20850.5;20691.7
"Red River Delta";2692.4;3220.9;3275.1;3201.6;3310.2;3584.5;3540.8;3640.9;3708.1;3727.0;3671.3;3654.1;3275.2;3609.7;3621.0;3592.6;3789.0;3739.2;3687.5;3651.5;3633.5
"Ha Noi";80.3;104.5;103.4;92.3;93.1;113.6;103.9;104.4;107.9;105.6;96.6;96.4;87.9;605.0;601.4;590.0;638.8;634.2;625.6;620.7;616.7
"Ha Tay";320.5;385.2;406.4;410.5;426.3;463.7;478.4;494.5;494.9;498.7;485.9;484.2;421.1;..;..;..;..;..;..;..;..
"Vinh Phuc";110.8;125.9;140.6;125.5;125.7;175.9;170.6;187.0;193.0;200.8;188.2;187.3;149.9;165.2;176.2;171.0;184.6;184.5;186.3;186.0;184.1
"Bac Ninh";125.0;171.5;177.2;174.2;192.0;231.3;219.2;226.8;234.2;238.9;238.0;233.8;212.1;241.3;239.4;239.3;259.6;251.1;243.8;228.9;237.4
"Quang Ninh";45.7;50.9;54.5;52.5;59.3;72.8;71.7;81.3;90.4;92.4;91.0;89.3;84.8;86.2;88.1;90.1;94.9;93.4;91.9;93.3;93.3
"Hai Duong";334.8;417.8;434.6;420.5;420.0;438.3;427.1;436.5;444.3;440.2;429.2;427.5;379.1;413.3;413.4;387.9;430.9;418.0;402.3;400.5;398.8
"Hai Phong";204.1;222.4;218.0;219.3;234.1;256.6;251.1;257.0;267.3;266.2;265.4;264.5;228.5;254.3;252.3;250.1;261.3;265.9;262.6;259.3;254.7
"Hung Yen";190.2;237.3;246.8;241.9;244.4;265.5;256.0;264.6;269.6;269.7;265.3;260.4;245.0;265.3;259.0;259.5;281.4;277.4;273.2;262.9;255.7
"Thai Binh";503.0;579.8;536.5;510.9;552.6;567.4;555.8;574.1;585.8;585.4;590.1;584.1;498.6;589.4;585.3;583.7;598.5;581.2;575.7;577.5;570.9
"Ha Nam";164.2;194.7;200.2;192.6;194.0;200.6;206.4;208.6;210.1;214.2;216.0;216.6;208.2;214.2;218.9;221.6;229.7;226.1;224.6;219.9;220.0
"Nam Dinh";435.8;516.8;531.3;532.7;537.0;554.9;553.4;555.7;556.3;556.5;547.7;547.6;516.9;519.4;528.8;532.5;537.2;535.2;527.8;527.5;526.8
"Ninh Binh";178.0;214.1;225.6;228.7;231.7;243.9;247.2;250.4;254.3;258.4;257.9;262.4;243.1;256.1;258.2;266.9;272.1;272.2;273.7;275.0;275.1
"Northern midlands and mountain areas";578.4;667.4;734.4;726.2;765.9;946.3;1017.0;1075.4;1153.6;1179.8;1203.3;1192.5;1110.8;1195.2;1267.9;1278.2;1365.8;1382.7;1403.2;1402.7;1422.6
"Ha Giang";16.0;17.6;21.1;22.4;25.6;31.5;35.2;38.7;39.8;41.1;43.1;42.5;43.5;44.3;48.4;48.7;54.2;52.4;54.2;53.1;53.5
"Cao Bang";11.4;11.0;12.2;12.1;14.7;16.4;15.6;15.1;16.4;16.1;17.3;16.9;17.8;18.8;19.2;15.2;16.9;16.3;17.7;16.8;17.0
"Bac Kan";10.3;11.6;12.8;15.5;18.3;21.8;24.4;26.5;28.9;30.0;31.1;28.5;32.3;32.8;35.9;35.6;40.5;41.3;42.6;44.4;50.0
"Tuyen Quang";43.7;53.6;62.0;65.9;70.3;86.2;97.8;92.9;109.9;108.9;110.1;108.0;105.4;109.9;115.3;114.7;118.1;119.4;121.0;119.4;120.6
"Lao Cai";26.5;27.7;28.4;32.0;34.2;38.0;42.0;44.8;48.4;40.6;42.6;43.0;45.1;46.6;48.7;49.5;52.7;54.8;55.0;54.8;56.4
"Yen Bai";51.6;55.7;59.8;63.3;65.8;70.8;72.8;77.1;79.7;81.4;84.5;85.6;82.6;82.1;88.9;90.7;95.2;98.4;100.9;101.0;105.4
"Thai  Nguyen";65.6;75.5;83.6;82.6;85.7;108.6;120.2;128.6;133.5;137.5;137.4;135.7;126.6;137.1;143.6;145.3;162.6;159.0;161.8;159.4;167.4
"Lang Son";46.2;40.3;53.0;52.6;51.7;58.2;69.3;64.6;70.5;74.7;77.1;69.7;71.2;72.9;77.5;78.1;79.7;83.9;83.9;83.3;79.8
"Bac Giang";122.8;168.5;174.2;170.4;178.0;218.4;222.6;240.4;254.9;267.6;269.3;262.7;237.5;263.8;280.5;296.7;316.4;316.0;314.8;312.1;317.3
"Phu Tho";87.0;98.9;110.5;105.7;110.8;154.8;167.0;185.1;192.5;185.7;196.0;191.1;157.9;180.3;197.7;192.2;206.6;211.1;212.7;213.1;212.5
"Dien Bien";..;..;..;..;..;..;..;..;..;40.7;42.5;43.4;41.6;43.7;42.4;46.4;46.4;48.0;45.5;51.3;53.6
"Lai Chau";20.0;24.2;26.9;26.0;31.9;36.1;36.6;41.7;46.0;19.9;23.1;24.8;23.5;26.0;27.8;28.2;28.7;30.6;32.3;33.9;34.8
"Son La";26.6;30.0;33.6;30.8;28.6;34.8;36.4;42.4;46.1;49.6;47.5;50.7;50.2;52.1;54.8;54.9;57.5;60.2;67.1;68.5;64.2
"Hoa Binh";50.7;52.8;56.3;46.9;50.3;70.7;77.1;77.5;87.0;86.0;81.7;89.9;75.6;84.8;87.2;82.0;90.3;91.3;93.7;91.6;90.1
"Northern Central area and Central coastal area";1809.7;1966.6;2201.2;2114.1;2296.4;2495.8;2570.8;2795.7;2853.5;2904.3;2825.3;3034.1;2861.6;2951.2;3156.5;3243.6;3332.3;3443.2;3425.3;3675.6;3598.6
"Thanh Hoa";437.6;458.1;560.1;533.0;557.6;631.9;660.8;676.6;687.3;709.2;711.5;736.5;657.1;711.5;729.8;727.1;768.5;788.4;759.9;800.1;785.1
"Nghe An";306.3;303.7;354.6;351.8;334.2;423.5;452.7;488.5;493.7;501.2;494.6;529.5;464.0;517.2;542.0;540.9;576.6;577.4;543.2;595.6;569.7
"Ha Tinh";175.6;186.7;200.5;193.1;220.2;235.3;232.0;257.8;273.7;282.8;277.1;280.5;236.7;266.0;270.4;268.6;284.6;293.6;303.9;317.5;312.9
"Quang Binh";87.0;102.8;98.7;96.7;108.6;119.2;116.6;130.1;134.0;141.3;140.9;145.1;142.4;145.9;148.4;152.0;164.6;167.8;166.8;179.0;180.0
"Quang Tri";68.0;85.3;85.4;80.8;94.3;102.3;98.3;114.1;113.4;120.0;115.8;122.0;119.3;114.0;121.6;121.6;130.4;132.8;127.1;143.0;138.5
"Thua Thien-Hue";90.5;103.7;107.7;102.0;111.6;111.8;102.3;122.0;130.7;133.1;118.3;138.3;138.5;141.5;149.0;154.4;153.0;155.8;159.1;167.4;167.6
"Da Nang";21.6;25.4;25.8;24.4;26.1;26.2;24.7;27.6;27.2;24.3;22.0;24.7;24.1;20.8;24.0;23.0;18.2;19.7;17.9;18.9;16.8
"Quang  Nam";113.9;134.4;136.3;138.0;144.4;147.2;162.3;190.1;200.8;190.6;185.4;200.0;202.8;172.8;216.6;214.0;201.9;236.8;238.2;247.7;240.4
"Quang  Ngai";96.5;118.8;127.4;124.4;134.2;137.2;146.9;162.5;183.8;180.9;186.0;192.4;197.7;159.6;197.1;205.5;187.3;211.3;221.0;228.7;231.1
"Binh Dinh";175.0;175.5;205.1;187.8;214.6;217.5;227.7;249.0;238.8;235.7;265.7;264.4;257.2;262.8;278.7;295.5;298.1;300.5;289.7;324.5;330.0
"Phu Yen";114.3;135.5;141.2;122.7;138.5;128.0;129.6;154.8;152.4;152.1;154.4;140.5;165.8;118.1;163.4;175.2;156.9;166.6;181.7;188.7;195.6
"Khanh  Hoa";57.7;65.9;74.5;72.0;76.9;77.6;81.2;94.8;87.8;94.7;77.8;88.5;91.5;105.0;108.9;113.9;110.8;111.3;123.3;132.6;127.5
"Ninh  Thuan";44.3;39.8;49.0;45.8;65.7;62.8;58.4;60.8;59.6;60.1;23.9;74.6;62.7;75.9;79.7;79.6;90.1;86.1;92.4;110.9;85.8
"Binh Thuan";21.4;31.0;34.9;41.6;69.5;75.3;77.3;67.0;70.3;78.3;51.9;97.1;101.8;140.1;126.9;172.3;191.3;195.1;201.1;221.0;217.6
"Central Highlands";112.3;125.5;161.5;128.6;180.8;214.5;250.2;235.8;274.8;303.1;223.3;359.9;349.6;360.2;412.9;427.8;406.3;468.5;449.9;523.8;481.9
"Kon Tum";12.2;15.0;14.9;14.7;13.4;16.3;19.8;21.2;22.1;23.8;22.8;26.3;28.1;29.1;30.9;30.3;27.4;31.4;31.6;33.0;35.8
"Gia Lai";35.0;36.7;48.7;44.6;60.4;72.0;77.5;80.1;94.5;100.7;95.2;117.5;120.1;125.9;128.7;135.0;112.6;146.2;138.5;152.2;133.4
"Dak Lak";49.4;55.7;73.3;50.8;81.1;96.1;117.9;108.3;125.7;121.9;63.6;158.0;141.3;139.0;180.5;190.2;187.5;209.3;202.6;256.2;230.2
"Dak Nong";..;..;..;..;..;..;..;..;..;17.1;14.6;18.6;20.0;22.0;24.8;24.2;24.9;26.5;24.8;28.6;28.9
"Lam Dong";15.7;18.1;24.6;18.5;25.9;30.1;35.0;26.2;32.5;39.6;27.1;39.5;40.1;44.2;48.0;48.1;53.9;55.1;52.4;53.8;53.6
"South East";195.3;244.0;248.3;241.0;299.1;326.4;339.1;344.1;343.5;357.0;331.1;349.8;354.5;377.4;381.4;398.6;401.5;424.1;409.2;405.2;424.4
"Binh Phuoc";3.2;3.8;3.4;2.6;4.4;5.6;7.4;6.3;8.2;8.7;6.5;8.3;8.4;9.7;10.1;9.8;9.4;12.2;11.5;11.0;11.0
"Tay Ninh";80.3;111.6;117.0;111.5;161.0;173.1;178.9;190.7;189.2;192.0;185.3;193.2;198.0;216.8;220.0;234.4;244.6;255.9;244.2;241.0;255.1
"Binh  Duong";17.8;20.8;18.9;18.3;20.3;20.2;20.9;21.0;20.9;20.1;18.8;15.6;13.1;12.3;11.3;11.8;13.7;13.4;13.2;12.5;11.5
"Dong Nai";46.6;52.8;54.3;51.5;53.4;61.4;66.1;65.3;69.0;74.1;73.6;76.2;83.3;87.1;87.5;87.7;83.7;84.1;83.7;84.9;88.1
"Ba Ria - Vung Tau";13.3;14.7;13.4;15.8;16.7;17.8;17.7;15.0;11.7;17.1;9.4;18.2;19.4;21.4;24.2;25.9;26.0;27.8;27.5;29.3;35.1
"Ho Chi Minh city";34.1;40.3;41.3;41.3;43.3;48.3;48.1;45.8;44.5;45.0;37.5;38.3;32.3;30.1;28.3;29.0;24.1;30.7;29.1;26.5;23.6
"Mekong River Delta";5348.5;5985.1;6689.8;7148.0;7250.6;8003.7;7756.5;8627.7;8489.2;8606.8;9077.3;8997.8;9072.4;9833.2;9856.1;10276.0;10483.4;10834.2;10694.6;11191.7;11130.7
"Long An";589.5;735.7;866.0;953.2;956.0;1093.4;1138.3;1192.3;1172.6;1163.5;1255.4;1196.9;1220.4;1296.8;1322.8;1436.6;1486.0;1596.5;1477.9;1580.5;1569.7
"Tien Giang";435.8;468.0;539.7;512.2;488.4;537.9;539.0;554.4;522.9;528.3;527.6;501.9;531.2;551.2;535.1;537.2;540.4;562.3;547.5;557.5;541.0
"Ben Tre";91.1;95.1;103.5;101.5;90.9;112.5;110.3;116.4;114.5;114.2;96.4;104.2;112.6;118.3;124.2;121.2;105.6;115.6;96.3;105.0;87.6
"Tra Vinh";169.6;180.6;217.7;236.1;219.0;261.9;216.4;283.7;284.6;287.0;300.5;269.9;229.9;294.5;297.5;346.8;289.6;362.6;389.0;446.2;469.3
"Vinh Long";379.9;410.6;422.3;449.0;417.1;434.2;403.4;444.3;421.9;422.6;437.7;424.9;418.8;431.3;427.5;453.9;434.8;434.5;422.0;435.9;437.0
"Dong Thap";943.5;983.9;1121.3;1151.8;1140.8;1196.3;1235.3;1298.7;1281.9;1292.1;1362.8;1343.9;1422.6;1453.9;1428.4;1472.7;1482.0;1504.8;1472.8;1497.0;1443.2
"An Giang";1088.9;1132.5;1307.6;1308.7;1258.8;1344.9;1231.8;1430.9;1413.9;1436.4;1547.6;1572.7;1639.6;1694.8;1677.2;1708.9;1768.8;1746.1;1749.4;1837.2;1804.4
"Kien  Giang";568.6;785.5;842.1;858.0;882.7;1153.2;1123.2;1347.5;1402.1;1424.2;1503.4;1528.2;1572.6;1813.2;1860.3;1892.1;1995.5;2061.7;2076.4;2207.6;2224.5
"Can Tho";865.3;924.3;949.1;973.3;961.6;1029.1;1018.8;1151.2;1085.2;638.5;651.3;622.1;626.3;620.9;606.4;634.1;635.1;640.0;637.2;646.1;645.3
"Hau Giang";..;..;..;..;..;..;..;..;..;520.8;546.1;522.5;416.6;502.8;518.8;548.5;556.3;554.2;567.7;582.7;618.5
"Soc Trang";216.3;264.3;295.4;541.1;621.7;640.6;602.3;709.4;708.2;715.0;752.5;752.1;704.9;822.8;811.8;872.4;884.0;909.8;933.2;961.3;952.4
"Bac Lieu";..;3.0;16.3;51.2;126.6;144.6;104.4;84.0;78.6;61.5;94.6;157.0;176.9;232.7;246.1;251.6;305.3;346.1;325.2;334.7;337.8
"Ca Mau";..;1.6;8.8;11.9;87.0;55.1;33.3;14.9;2.8;2.7;1.4;1.5;..;..;..;..;..;..;..;..;..
